Country;Region;Owner;Variety;Number of bags;Bag weight;Aroma;Acidity;Sweetness;Total score;Price
Mexico;jaltenango;alfredo bojalil;Typica;250;200;7.92;7.75;10;84.5;3.46048356
Costa Rica;tres rios;lusso lab;Bourbon;1;200;7.75;8;10;84.58;3.823786682
Guatemala;oriente;juan luis alvarado romero;Bourbon;250;200;8;7.83;10;84.67;4.484036922
Guatemala;acatenango;juan luis alvarado romero;Bourbon;125;200;7.67;8;10;84.67;3.878690003
Mexico;el remudadero;organizaciones de productores de cafe colimense;Typica;80;200;7.83;7.92;10;84.67;3.788046532
Costa Rica;west valley;eric thormaehlen;Catuai;275;200;8;7.75;10;84.67;3.669571175
Indonesia;temanggung, indonesia;sanjava coffee;Java;2;200;7.92;7.75;10;84.67;3.575744322
Honduras;marcala;cadexsa;Catuai;275;200;7.83;7.67;10;84.75;4.384091611
Mexico;coatepec;artemio zapata tejeda;Typica;25;200;7.75;7.83;10;84.92;4.289926146
Guatemala;huehuetenango;the coffee source inc.;Caturra;250;200;8.25;7.92;10;85.17;3.471629133
El Salvador;ataco, apaneca - ilamatepec mountain range;lusso lab;Bourbon;19;200;7.83;7.75;10;85.58;3.515016873
Guatemala;acatenango;juan luis alvarado romero;Bourbon;150;200;7.83;8.17;10;85.83;4.096074268
Guatemala;nuevo oriente;juan luis alvarado romero;Catuai;275;200;8;8.33;10;85.83;4.040200798
Kenya;kiambu;lusso lab;SL28;1;200;7.92;8.5;10;86;3.533098926
Thailand;chiang rai;itdp international;Caturra;53;200;7.83;8.25;10;86.17;3.651593341
United States;antioquia;cqi q coffee sample representative;Other;10;200;7.67;8;10;86.17;3.723542241
Kenya;muranga;daniel magu;SL34;320;200;8.08;8.25;10;86.25;3.703844899
United States;antioquia;cqi q coffee sample representative;Other;10;200;8.25;8.17;10;87.08;3.774754784
Mexico;xalapa;roberto licona franco;Other;14;200;8.17;8;10;87.17;4.387674009
United States;antioquia;cqi q coffee sample representative;Other;10;200;8;8.5;10;87.25;4.050835773
United States;antioquia;cqi q coffee sample representative;Other;10;200;8;8.17;10;87.58;3.738155772
United States;antioquia;cqi q coffee sample representative;Other;10;200;8.25;8.33;10;87.92;3.695170843
United States;antioquia;cqi q coffee sample representative;Other;10;200;8.08;8.42;10;87.92;4.160186498
Colombia;pereira;the coffee source inc.;Caturra;250;200;7.42;7.25;10;79.33;3.630444396
Costa Rica;san ramon;the coffee source inc.;Caturra;250;200;7.33;7.25;10;80.75;3.737849788
Costa Rica;san ramon;the coffee source inc.;Caturra;250;200;7.67;7.67;10;83.33;4.395058969
Guatemala;quetzaltenango;the coffee source inc.;Caturra;250;200;7.67;7.67;10;83.75;3.702861078
Costa Rica;west valley;the coffee source inc.;Caturra;250;200;7.92;7.92;9.33;85.33;3.896449844
Costa Rica;san ramon;the coffee source inc.;Caturra;250;200;8;7.67;10;85.33;4.297888569
Costa Rica;san ramon;the coffee source inc.;Caturra;250;200;8.08;8.17;10;87.17;4.167421236
Haiti;dondon, haiti;myriam kaplan-pasternak;Typica;1;250;6.83;6.75;10;77.25;3.910842248
Haiti;dondon, haiti;myriam kaplan-pasternak;Blue Mountain;300;250;7.42;7.42;10;81.5;4.472909298
Colombia;nan;cafe politico;Other;1;250;7.58;7.58;10;83.17;4.202038689
Haiti;thiotte, haiti;itiah coffee llc;Typica;2;250;7.58;7.5;10;83.33;3.852447261
Haiti;department d'artibonite , haiti;myriam kaplan-pasternak;Typica;1;250;6.75;6.67;6;67.92;4.2536045
Mexico;sierra norte yajalon, chiapas;kurt kappeli;Typica;280;250;6.92;6.92;10;70.75;3.632314508
Honduras;intibuca;cafes finos de exportacion s de r.l.;Pacas;275;250;7;7.17;8;73.42;3.762004899
Philippines;benguet, mountain province;ana gonzales;Other;1;250;6.83;6.92;9.33;75.83;3.824513478
Honduras;intibuca;cafes finos de exportacion s de r.l.;Pacas;275;250;6.83;6.83;10;76;4.083866679
Indonesia;indonesia;william ho;Other;15;250;7.33;6.08;9.33;76.17;3.627346647
Peru;san ignacio;andrew bowman;Caturra;275;250;7.42;7.67;9.33;77;3.935835379
China;yunnan;samuel eli gurel;Typica;16;250;7.33;7.08;9.33;78;3.82561869
Honduras;intibuca;cafes finos de exportacion s de r.l.;Pacas;275;250;6.83;7;10;78;4.394733719
Ecuador;san juan, playas;luis robles;Other;1;250;7.5;7.75;8.42;78.08;3.871154533
Nicaragua;nan;exportadora atlantic, s.a.;Other;275;250;6.83;6.75;10;78.58;3.607970329
China;yunnan;adam ciruli ye;Typica;1;250;7;7.17;9.33;78.67;4.186688852
Ecuador;san juan, playas;luis robles;Other;1;250;7.75;7.58;7.75;78.75;3.756166607
Honduras;intibuca;cafes finos de exportacion s de r.l.;Pacas;275;250;7;7;10;79;4.341618868
Costa Rica;san rafael;brent hall;Catuai;1;250;7.17;8;6.67;79.17;4.336465054
Costa Rica;brunca;the coffee source inc.;Catuai;275;250;7.58;7.75;10;79.75;3.7974386
Colombia;huila;federacion nacional de cafeteros;Other;275;250;7.83;7.75;10;79.92;4.247914726
Mexico;sierra fraylesca, chiapas;kurt kappeli;Typica;280;250;7.58;7.5;10;80;3.400746053
Myanmar;doe kwin, pyin oo lwin;ngu shwe li;Other;1;250;7.17;7.42;10;80;3.94567947
India;chikmagalur;andrew hetzel;Other;250;250;7.58;7.83;7.42;80.17;4.154485325
India;chikmagalur;andrew hetzel;Other;100;250;7.67;7.33;7.42;80.17;3.502452974
Nicaragua;jinotega;exportadora atlantic, s.a.;Caturra;275;250;7.17;7.33;10;80.17;3.66665283
Vietnam;dala;sunvirtue co., ltd.;Catimor;1;250;7.42;7.58;10;80.17;4.209275932
Colombia;nan;honor dela fuente;Typica;1;250;7.42;7.75;8.67;80.25;4.212691077
Myanmar;ywar ngan;u htun htun;Catuai;1;250;7.42;7;10;80.25;4.282958791
Myanmar;yauk sauk, shan state;bob mccauley;Other;2;250;8;7.33;10;80.25;3.738199623
El Salvador;department of ahuachapan, municipality of apanecallamatepec mountain;lusso lab;Bourbon;2;250;7.33;7.08;10;80.42;4.129014451
China;yunnan;adam ciruli ye;Other;1;250;7.25;7.17;10;80.42;4.052906672
Myanmar;pyin oo lwin;shwe yin mar coffee;Other;1;250;7.17;7.42;10;80.5;4.208930977
Haiti;haiti;myriam kaplan-pasternak;Typica;1;250;7.42;7.25;10;80.75;4.139483879
Myanmar;ywar ngan;u soe;Catuai;1;250;6.92;7.58;10;80.75;3.815691603
Myanmar;pyinoolwin;min hlaing;Other;2;250;7.17;7.58;10;80.92;4.250409129
Philippines;corillera administrative;victoria;Typica;2;250;7.25;7.08;10;81.17;4.021180641
India;chikmagalur;andrew hetzel;Other;140;250;7.5;7.83;7.83;81.25;3.753198421
Philippines;davao city, region 11;victoria;Other;2;250;7.08;7.33;10;81.33;4.407419993
Mexico;siltepec el triunfo;kurt kappeli;Typica;280;250;7.67;7.17;10;81.42;3.994510245
India;chikmagalur;andrew hetzel;Other;100;250;7.58;7.58;7.5;81.58;3.943986676
Vietnam;vietnam;sunvirtue co., ltd.;Caturra;1;250;7;7.5;10;81.75;3.85053689
Mexico;siltepec el triunfo, chiapas, mexico;kurt kappeli;Typica;280;250;7.42;7.5;10;81.83;3.416290945
Myanmar;ywar ngan;u mg mg;Catuai;1;250;7.33;7.42;10;81.83;3.464987936
Mexico;chiapas;viridiana;Catuai;250;250;7.58;7.5;10;81.83;4.310041983
Honduras;nan;rob tuttle;Other;1;250;7.42;7.58;10;81.92;3.703578004
Zambia;mubuyu estate;lusso lab;SL28;13;250;7.67;7.33;10;81.92;3.800499734
Guatemala;oriente;felipe isaza;Bourbon;250;250;7.75;7.42;9.33;82;4.35294565
Laos;lao p.d.r.;minwook ku;Other;1;250;7.42;7.33;10;82;4.376914073
Vietnam;don duong;royal base corporation;Other;1;250;7.67;7.08;10;82.08;3.420441635
Mexico;la concordia, chiapas;lusso lab;Other;2;250;7.5;7.42;10;82.17;3.465264569
Brazil;cerrado;pedro santos e silva;Catuai;320;250;7.33;7.33;10;82.33;4.270789023
Honduras;nan;brent hall;Other;1;250;7.25;7.17;10;82.42;3.528503052
Honduras;comayagua, honduras;brian beck;Other;1;250;7.42;7.58;10;82.42;4.385883766
Mexico;chiapas;lusso lab;Other;2;250;7.42;7.67;10;82.5;3.72834129
Guatemala;nan;brent hall;Other;1;250;7.5;7.58;10;82.58;3.624919426
India;chikmagalur;andrew hetzel;Other;320;250;7.67;7.83;8;82.58;4.169671652
Indonesia;aceh;andry simarmata;Typica;150;250;7.83;7.33;10;82.58;3.608300352
Colombia;huila;federacion nacional de cafeteros;Other;1;250;7.75;7.58;10;82.67;3.472746749
Panama;boquete;rachel peterson;Catuai;300;250;7.42;7.58;10;82.75;3.709898089
Vietnam;vietnam tutra;sunvirtue co., ltd.;Other;3;250;7.25;7.42;10;82.83;4.041806331
Guatemala;nan;rob tuttle;Other;1;250;7.58;7.58;10;82.92;3.552071463
Vietnam;don duong;royal base corporation;Other;1;250;7.67;7.58;10;82.92;4.391496484
Philippines;asia pacific;zarah zamora perez;Other;4;250;8.08;7.42;10;82.92;3.459821232
Philippines;bukidnon, mindanao, philppines;renee a. perrine;Other;250;250;7.58;7.58;10;82.92;4.0427126
Mexico;chiapas;andrew bowman;Bourbon;275;250;7.75;7.42;10;82.92;4.296610986
Vietnam;vietnam cau dat;sunvirtue co., ltd.;Caturra;2;250;7.75;7.58;10;83;3.557693815
Brazil;high mogiana;irene alves santos;Catuai;305;250;7.67;7.5;10;83;3.869957096
Guatemala;oriente;felipe isaza;Bourbon;250;250;7.75;7.5;9.33;83.17;3.880678038
Kenya;kenya;taylor winch (coffee) ltd.;SL28;300;250;7.83;7.75;9.33;83.17;4.462886334
Vietnam;dala;sunvirtue co., ltd.;Catimor;1;250;7.58;7.33;10;83.17;4.303965674
India;chikmagalur;andrew hetzel;Other;300;250;7.92;8;7.83;83.25;4.262745057
Guatemala;oriente;felipe isaza;Bourbon;250;250;7.5;7.5;10;83.5;3.488702962
Colombia;huila;federacion nacional de cafeteros;Other;275;250;7.67;7.83;10;83.5;3.688315148
Colombia;huila;federacion nacional de cafeteros;Other;275;250;7.83;7.58;10;83.92;3.990990115
Colombia;huila;federacion nacional de cafeteros;Other;275;250;7.92;7.83;10;83.92;3.696965999
Guatemala;aldea xeucalvitz, ixil region, quiche department;lusso lab;Bourbon;1;250;7.58;8;10;84.08;4.419431644
Indonesia;aceh tengah;pt.royal pacific indah international;Mandheling;2;250;7.81;7.75;10;84.13;4.133047046
El Salvador;apaneca;atlantic specialty coffee;Bourbon;275;250;8.42;7.17;10;84.17;4.320145631
Nicaragua;jinotega;cooperativa el gorrion r.l;Caturra;275;250;7.67;7.5;10;84.17;3.404858336
Taiwan;mountain ali, taiwan;kao ming lee;Typica;2;250;7.83;8;10;84.42;3.740700769
China;yunnan;eric wu;Other;1;250;7.67;7.83;10;84.5;4.468063689
Costa Rica;nan;rob tuttle;Other;1;250;8.08;7.83;9.33;84.67;4.337497777
El Salvador;apaneca;atlantic specialty coffee;Bourbon;275;250;7.92;7.92;10;85.58;3.779004985
Colombia;tolima;lusso lab;Caturra;1;250;7.75;8.08;10;86;3.861447167
Colombia;nan;honor dela fuente;Other;1;250;8;7.33;6.67;72.83;3.808141446
Vietnam;nan;cafe politico;Other;1;250;6.75;6.83;6.67;73.75;3.548223343
India;nan;cafe politico;Other;1;250;7.42;7.17;7.08;75.08;4.131349258
Brazil;nan;cafe politico;Other;1;250;7;6.83;10;77.83;4.327401667
United States;yauco region;german negron;Other;18;250;7.42;7.33;10;79.08;3.788661794
Peru;huanuco;dane loraas;Other;320;250;7;7.25;10;79.75;3.507725574
Nicaragua;nan;honor dela fuente;Other;1;250;7.25;7.25;10;80.08;4.459622604
United States;yauco region;german negron;Other;18;250;7.67;7.58;10;81.08;4.007887927
United States;central america;wali ali;Pache Comun;1;250;7.42;7.42;10;81.08;3.819068863
Peru;puno;dane loraas;Other;280;250;7.42;7.33;10;81.42;4.025236083
Mexico;veracruz;dane loraas;Other;320;250;7.42;8;10;81.67;4.413985205
Brazil;nan;cafe politico;Other;1;250;7.17;7.25;10;81.75;4.438244018
Nicaragua;nan;chris finch;Other;275;250;7.58;7.17;10;81.92;4.361711532
Colombia;nan;cafe politico;Other;1;250;7.5;7.42;10;82.08;3.873984194
Mexico;veracruz;dane loraas;Other;320;250;7.33;7.5;10;82.33;3.946793341
Peru;peru;dane loraas;Other;320;250;7.58;7.75;10;82.42;4.437056956
Mexico;veracruz;dane loraas;Other;320;250;7.58;7.75;10;82.58;4.225092092
United States;yauco region;german negron;Other;17;250;7.67;7.83;9.33;83;3.982388474
Peru;nan;dane loraas;Other;280;250;7.83;7.83;10;83.33;3.41247894
United States;yauco region;german negron;Other;18;250;7.83;7.67;10;83.75;3.829457166
Ecuador;province of manabi, ecuador;garet alban;Other;1;250;7.5;7.75;10;83.83;3.785769713
Guatemala;nan;chris finch;Other;275;250;7.67;7.75;10;84.17;3.543001374
Peru;cajamarca;dane loraas;Other;280;250;8;8.08;10;85.75;4.260064297
Colombia;antioquia;the coffee source inc.;Caturra;250;250;7.42;7.17;10;82.33;3.924213144
Indonesia;bener meriah;chris finch;Sumatra;320;400;7.17;7.42;10;81.67;3.605039385
Ethiopia;limu;ethiopia commodity exchange;Other;300;600;7.42;7.92;8.67;80;3.664057254
Ethiopia;kelem welega;ethiopia commodity exchange;Other;360;600;7.25;7.33;10;80.33;3.854827976
Ethiopia;sidamo;ethiopia commodity exchange;Other;300;600;7.58;8;10;83.83;4.324437654
Ethiopia;sidamo;ethiopia commodity exchange;Other;360;600;7.67;8;10;85.08;4.310620485
Indonesia;lington nihuta;essencecoffee;Typica;300;100;7.42;7.33;10;81.83;4.063186527
Colombia;huila;essencecoffee;Other;100;240;7.83;7.58;10;82.83;3.760467371
Guatemala;huehuetenango;essencecoffee;Pacamara;36;250;7.33;7.25;10;81.25;3.885596493
Colombia;huila;carcafe ltda ci;Caturra;600;300;7.67;7.67;10;83.42;4.183187969
Indonesia;sumatra brastagi;aulia arif syahri;Mandheling;200;300;7.58;7.67;10;80.67;4.181173667
Indonesia;bali;aulia arif syahri;Other;166;300;7.75;7.75;10;81.83;4.222714093
Indonesia;bener meriah;aulia arif syahri;Sumatra;200;300;7.25;7.92;10;83.5;4.36406969
Indonesia;sumatra brastagi;aulia arif syahri;Mandheling;200;300;7.67;7.58;10;84.42;4.023182937
Ethiopia;yirgacheffe;essencecoffee;Ethiopian Yirgacheffe;250;300;8.08;7.83;10;84.67;3.585344364
Guatemala;huehuetenango;essencecoffee;Pacamara;36;300;7.83;7.67;10;85.33;3.478269055
Brazil;nan;ji-ae ahn;Other;100;300;8.58;8.5;10;88.83;4.303033386
Guatemala;acatenango;juan luis alvarado romero;Bourbon;120;300;7.75;8;10;84.67;3.460083561
United States;kona;eileen koyanagi;Hawaiian Kona;10;300;7.67;7.83;10;82.75;3.880970422
Thailand;chiangrai;sarawut premjit;Catimor;45;400;7.67;7.67;10;83.92;3.425943839
United States;kona;eileen koyanagi;Hawaiian Kona;11;450;6.92;7.5;9.33;72.58;4.172105307
United States;kona;kona pacific farmers cooperative;Hawaiian Kona;22;450;7.17;7.58;6.67;73.67;4.418301031
United States;kona;eileen koyanagi;Hawaiian Kona;3;450;7.5;7.25;6.67;74.42;4.457533956
United States;kona;eileen koyanagi;Other;6;450;7.5;7.58;8;76.17;4.06909802
United States;kona;eileen koyanagi;Hawaiian Kona;2;450;7.25;7.17;9.33;76.25;4.350536959
United States;kona;kona pacific farmers cooperative;Other;5;450;7.58;7.67;6;77.58;3.414199413
United States;kona;eileen koyanagi;Hawaiian Kona;5;450;7.58;7.42;9.33;78;3.705537559
United States;kona;kona pacific farmers cooperative;Hawaiian Kona;5;450;7.42;7.5;9.33;78.25;3.926954448
United States;kona;eileen koyanagi;Hawaiian Kona;18;450;7.5;7.58;8.67;78.25;3.477150226
United States;kona;eileen koyanagi;Hawaiian Kona;5;450;7.5;7.83;8.67;78.33;3.662793527
United States;kona;kona pacific farmers cooperative;Hawaiian Kona;12;450;7.58;7.17;10;79.83;3.40886106
United States;kona;eileen koyanagi;Hawaiian Kona;2;450;7.5;7.67;9.33;80.25;4.25404284
United States;kona;kona pacific farmers cooperative;Hawaiian Kona;10;450;7.17;7.33;10;80.33;3.592274985
United States;kona;eileen koyanagi;Hawaiian Kona;10;450;7.42;7.58;10;80.5;4.192467177
United States;kona;kona pacific farmers cooperative;Hawaiian Kona;7;450;7.42;7.25;10;80.83;4.080635924
United States;kona;eileen koyanagi;Hawaiian Kona;7;450;7.42;7.17;10;80.92;4.11393116
United States;nan;kona pacific farmers cooperative;Hawaiian Kona;2;450;7.42;7.58;10;81.08;3.456110404
United States;kona;kona pacific farmers cooperative;Hawaiian Kona;13;450;7.42;7.33;10;81.67;4.230848287
United States;kona;kona pacific farmers cooperative;Hawaiian Kona;19;450;7.83;8;10;81.83;4.398119881
United States;kona;kona pacific farmers cooperative;Hawaiian Kona;4;450;7.25;7.25;10;82.08;4.036738607
United States;kona;kona pacific farmers cooperative;Hawaiian Kona;10;450;7.33;7.58;10;82.08;4.081714941
United States;kona;kona pacific farmers cooperative;Hawaiian Kona;6;450;7.33;7.67;10;82.25;4.151609494
United States;kona;kona pacific farmers cooperative;Hawaiian Kona;7;450;7.33;7.75;10;82.5;4.325710404
United States;kona;kona pacific farmers cooperative;Hawaiian Kona;6;450;7.25;7.83;10;82.75;4.394302163
United States;kona;eileen koyanagi;Hawaiian Kona;6;450;7.58;7.75;10;82.75;4.010428529
United States;kona;kona pacific farmers cooperative;Hawaiian Kona;8;450;7.5;7.42;10;82.92;4.491828246
United States;kona;kona pacific farmers cooperative;Hawaiian Kona;6;450;7.83;7.17;10;83.08;4.473673029
United States;kona;kona pacific farmers cooperative;Hawaiian Kona;7;450;7.67;7.67;10;83.08;4.016093502
United States;kona;kona pacific farmers cooperative;Hawaiian Kona;6;450;7.33;7.92;10;83.08;3.91135697
United States;kona;eileen koyanagi;Hawaiian Kona;16;450;7.33;7.33;10;83.08;3.998294584
United States;kona;eileen koyanagi;Hawaiian Kona;6;450;7.5;7.42;10;83.17;4.47444222
United States;kona;kona pacific farmers cooperative;Hawaiian Kona;11;450;7.58;8;9.33;83.25;3.981946151
United States;kona;kona pacific farmers cooperative;Hawaiian Kona;7;450;7.92;7.83;10;83.33;3.402824805
United States;kona;eileen koyanagi;Hawaiian Kona;12;450;7.83;7.67;9.33;83.33;4.352694168
United States;kona;kona pacific farmers cooperative;Hawaiian Kona;13;450;7.42;7.58;10;83.42;3.996854476
United States;kona;kona pacific farmers cooperative;Hawaiian Kona;12;450;7.25;7.58;10;83.75;3.969875342
United States;kona;kona pacific farmers cooperative;Hawaiian Kona;14;450;7.83;7.83;10;84.08;4.116690426
United States;kona;kona pacific farmers cooperative;Hawaiian Kona;7;450;7.33;7.92;9.33;84.25;4.216535845
United States;kona;kona pacific farmers cooperative;Hawaiian Kona;5;450;7.92;7.83;10;84.42;3.460852946
United States;kona;kona pacific farmers cooperative;Hawaiian Kona;14;450;7.67;7.75;10;84.83;3.588980747
United States;kona;eileen koyanagi;Hawaiian Kona;12;450;7.58;7.92;10;85.08;3.662088832
United States;kona;kona pacific farmers cooperative;Hawaiian Kona;8;450;7.92;7.92;10;85.42;3.981711191
United States;kona;kona pacific farmers cooperative;Hawaiian Kona;8;450;7.83;7.75;10;85.58;4.251260881
United States;kona;kona pacific farmers cooperative;Other;25;450;8.25;7.75;10;86.25;3.873019997
United States;kona;kona pacific farmers cooperative;Hawaiian Kona;10;450;8.08;7.92;10;86.25;4.327186285
Costa Rica;tarrazu;troy quimby;Catuai;15;450;7.25;7.33;10;81.83;3.785773672
Costa Rica;tarrazu;troy quimby;Catuai;29;450;7.5;7.5;10;83.25;3.979308043
Costa Rica;tarrazu;troy quimby;Catuai;36;450;7.83;7.92;10;85;3.9962906
India;chickmangalore;joshua marsceau;Other;20;500;7.67;6.67;6.67;76.83;3.827260712
Thailand;doi chaang village, chiang rai, thialand;doi chaang coffee company;Other;12;500;7.08;7.58;10;81.58;4.149706116
Kenya;nyeri;jungle estate;SL28;27;500;7.75;7.58;10;82.83;4.216593912
Mexico;sierra madre occidental;cafe de don balbino s.c. de r.l. de c.v.;Typica;50;500;7.67;7.83;10;83.25;3.788045083
Thailand;doi chaang village, chiang rai, thialand;doi chaang coffee company;Other;175;500;7.75;8;10;83.83;3.412210871
Haiti;marmelade;myriam kaplan-pasternak;Other;85;600;6.92;7.17;8.67;72.33;3.778465992
Brazil;monte carmelo;gabriel barbara;Mundo Novo;200;600;7.42;7.5;10;81.83;4.395243343
Brazil;south of minas;gabriel barbara;Other;198;600;7.5;7.5;10;82.58;3.898973638
Brazil;campos altos - cerrado;bourbon specialty coffees;Other;300;600;7.25;7;10;73.5;4.441496617
Burundi;mumirwa;simon mahinda;Other;300;600;7.08;7.33;10;80.33;3.527956744
Uganda;southern;mannya coffee project;Other;6;600;7.75;7.58;7.67;80.5;4.046132676
Uganda;western;nitubaasa ltd;Other;20;600;7.83;7.67;7.75;80.58;3.564939552
Brazil;monte carmelo;bourbon specialty coffees;Other;94;600;7.33;7.08;10;80.58;3.552741955
Malawi;southern- zomba;afca;Caturra;100;600;7.5;7.17;10;80.67;3.975473083
Panama;boquete;essencecoffee;Caturra;100;600;7.25;7.33;10;80.75;3.778052747
Uganda;western;kawacom uganda ltd;Other;1;600;7.33;7.75;7.75;80.92;4.141634994
Kenya;kiambu;lydiah mwangi;SL28;150;600;7.17;7.5;10;80.92;4.364742885
Uganda;eastern;kyagalanyi ltd;SL14;320;600;7.33;7.33;10;81;4.375383499
Brazil;cerrado;bourbon specialty coffees;Mundo Novo;300;600;7.67;7.75;10;81;3.890237971
Ethiopia;sidamo;kerchanshe;Other;300;600;7.42;7.33;10;81.08;4.394682402
Brazil;alta paulista (sao paulo);gregorio sebba;Mundo Novo;500;600;7.58;7.25;9.33;81.08;4.473264797
Brazil;south of minas;nucoffee;Mundo Novo;17;600;7.42;7.42;10;81.17;3.942600589
Malawi;southern- zomba;afca;Caturra;300;600;7.58;7.08;10;81.17;3.782875239
Malawi;mzuzu;afca;Gesha;31;600;7.75;7.33;10;81.33;3.512632813
Malawi;mzuzu;afca;Gesha;12;600;7.58;7.42;10;81.42;3.935174755
Indonesia;ijen;specialty coffee association of indonesia;Other;10;600;7.75;7.33;10;81.5;4.273292593
Uganda;eastern;kasozi coffee farmers association;Other;1;600;8;7.58;7.58;81.5;3.524069275
Malawi;mzuzu;afca;Gesha;15;600;7.67;7.5;10;81.5;3.8159954
Uganda;south western;ankole coffee producers coop;Other;320;600;8;7.5;7.58;81.5;4.415734069
Thailand;nan;doi tung development project;Other;1;600;7.33;7.5;10;81.58;4.159657533
Malawi;mzuzu;afca;Gesha;10;600;7.42;7.58;10;81.58;3.557337108
India;chikmagalur karnataka;nishant gurjer;Other;320;600;7.67;7.5;7.75;81.58;3.900056295
Uganda;iganga namadrope eastern;ugacof;Other;320;600;7.58;7.83;7.67;81.75;3.803730033
Brazil;cerrado;nucoffee;Mundo Novo;58;600;7.33;7.5;10;81.83;4.24916733
Malawi;kakoma;afca;Gesha;24;600;7.58;7.33;10;81.83;4.415772686
Brazil;grama valley;nucoffee;Mundo Novo;8;600;7.42;7.5;10;81.92;3.794353964
Brazil;south of minas;nucoffee;Mundo Novo;50;600;7.42;7.5;10;82;3.645667505
Brazil;cerrado;nucoffee;Catuai;75;600;7.42;7.5;10;82;3.646796022
Brazil;south of minas;nucoffee;Mundo Novo;53;600;7.58;7.5;10;82;4.015033712
Malawi;mzuzu;afca;Gesha;16;600;7.5;7.58;10;82;4.319559183
Brazil;south of minas;ipanema coffees;Bourbon;230;600;7.5;7.5;10;82;3.600283522
Brazil;south of minas;ipanema coffees;Bourbon;320;600;7.42;7.5;10;82.08;3.731133125
Brazil;cerrado;bourbon specialty coffees;Mundo Novo;300;600;7.58;7.25;10;82.17;3.863081439
Brazil;south of minas;ipanema coffees;Bourbon;320;600;7.42;7.42;10;82.17;3.787007105
Brazil;nan;nucoffee;Arusha;84;600;7.67;7;10;82.25;3.670849465
Malawi;mzuzu;afca;Gesha;10;600;7.58;7.42;10;82.25;4.041993808
Brazil;grama valley;nucoffee;Mundo Novo;16;600;7.58;7.5;10;82.33;4.247552593
Brazil;south of minas;nucoffee;Mundo Novo;44;600;7.58;7.58;10;82.33;4.081035924
Malawi;mzuzu;afca;Gesha;10;600;7.33;7.58;10;82.33;4.098138543
China;xishuangbanna prefecture;yunnan coffee exchange;Catimor;3;600;7.5;7.5;10;82.33;4.405082222
Brazil;south of minas;ipanema coffees;Bourbon;320;600;7.5;7.5;10;82.33;3.59967111
Brazil;south of minas;nucoffee;Catuai;39;600;7.58;7.5;10;82.42;4.026124713
Brazil;south of minas;nucoffee;Arusha;51;600;7.75;7.42;10;82.42;3.879313209
Uganda;western;ugacof;Other;320;600;7.67;7.83;7.75;82.42;3.911725151
China;yunnan;yunnan coffee exchange;Catimor;3;600;7.67;7.5;10;82.42;3.613509024
Brazil;campos altos - cerrado;bourbon specialty coffees;Other;300;600;7.42;7.5;10;82.42;3.988321793
India;chikmagalur karnataka;nishant gurjer;Other;320;600;7.67;7.83;7.92;82.5;4.292438642
India;chikmagalur karnataka india;nishant gurjer;Other;320;600;7.67;7.67;7.92;82.5;3.497644664
Brazil;south of minas;nucoffee;Mundo Novo;42;600;7.58;7.75;10;82.58;3.741267791
Uganda;eastern;kawacom uganda ltd;SL14;1;600;7.83;7.58;10;82.58;3.519004387
Brazil;campos altos - cerrado;bourbon specialty coffees;Other;300;600;7.42;7.33;10;82.58;4.177130354
Uganda;mt elgon;kawacom uganda ltd;SL14;1;600;7.67;7.67;10;82.67;4.342773788
Brazil;monte carmelo;bourbon specialty coffees;Catuai;300;600;7.33;7.58;10;82.67;4.360047536
Brazil;south of minas;ipanema coffees;Bourbon;320;600;7.5;7.67;10;82.67;4.152434423
Malawi;mzuzu;afca;Gesha;29;600;7.75;7.5;10;82.75;3.665717064
Brazil;south of minas;ipanema coffees;Yellow Bourbon;320;600;7.5;7.5;10;82.75;4.189353525
China;yunnan;yunnan coffee exchange;Catimor;3;600;7.67;7.33;10;82.75;4.070681956
China;menglian;yunnan coffee exchange;Catimor;3;600;7.5;7.67;10;82.75;4.109179844
United States;berastagi;joshua marsceau;Other;300;600;7.42;7.5;10;82.83;4.264104458
Brazil;south of minas;ipanema coffees;Yellow Bourbon;320;600;7.67;7.5;10;82.83;4.062230821
Rwanda;gicumbi;samuel muhirwa;Bourbon;150;600;7.83;7.83;9.33;82.83;3.484421935
Uganda;eastern;kawacom uganda ltd;SL14;1;600;8;7.58;10;82.92;4.307825312
Uganda;west nile;nyapea coffee farmers association;SL14;1;600;7.75;7.5;10;82.92;4.29648611
Thailand;nan;doi tung development project;Other;1;600;7.33;7.5;10;83;4.45152101
Uganda;kapchorwa;star cafe ltd;SL14;300;600;7.83;7.5;10;83;3.904037568
Uganda;central;ugacof;Other;320;600;8;7.75;7.75;83;3.825160942
Uganda;luwero central region;katuka development trust ltd;Other;1;600;8.33;7.75;7.58;83;4.068190723
Uganda;kasese, mt. rwenzori;ucfa;Bourbon;310;600;7.67;7.42;10;83;3.902985134
Uganda;kasese, mt. rwenzori;ucfa;Bourbon;325;600;7.67;7.58;10;83;3.599697417
Brazil;south of minas;ipanema coffees;Bourbon;320;600;7.5;7.67;10;83;4.018492996
Brazil;south of minas;ipanema coffees;Bourbon;320;600;7.5;7.67;10;83;4.379847352
Indonesia;dolok sanggul;specialty coffee association of indonesia;Other;10;600;7.67;7.58;10;83.08;3.807091298
Brazil;south of minas;ipanema coffees;Yellow Bourbon;320;600;7.58;7.5;10;83.08;4.327695292
